filename,fold,regions,hmean,precision,recall,gt_regions,det_num_char_gt,det_num_char_det,det_gran_score_recall,det_num_char_tp_recall,det_gran_score_precision,det_num_char_tp_precision,det_num_char_fp,num_splitted,num_merged,num_char_overlapped
drp.en_ko.in_house.selectstar_000005.jpg,3,94,0.9848952293395996,0.9791183471679688,0.9907407164573669,99,432.0,431.0,2.0,430.0,8.0,430.0,1.0,2.0,7.0,0.0
drp.en_ko.in_house.selectstar_000010.jpg,3,75,0.9583178162574768,0.9249329566955566,0.9942029118537903,71,345.0,373.0,2.0,345.0,0.0,345.0,28.0,2.0,0.0,0.0
drp.en_ko.in_house.selectstar_000021.jpg,3,101,0.906566321849823,0.8452655673027039,0.9774535894393921,100,754.0,866.0,15.0,752.0,20.0,752.0,17.0,14.0,6.0,97.0
drp.en_ko.in_house.selectstar_000026.jpg,3,90,0.9386619329452515,0.8990610241889954,0.9819121360778809,85,387.0,426.0,4.0,384.0,1.0,384.0,42.0,4.0,1.0,0.0
drp.en_ko.in_house.selectstar_000034.jpg,3,6,0.046721309423446655,0.6785714030265808,0.024193547666072845,134,744.0,28.0,2.0,20.0,1.0,20.0,5.0,1.0,1.0,3.0
drp.en_ko.in_house.selectstar_000036.jpg,3,116,0.8588091135025024,0.9301919937133789,0.7976012229919434,133,667.0,573.0,2.0,534.0,1.0,534.0,39.0,1.0,1.0,0.0
drp.en_ko.in_house.selectstar_000039.jpg,3,120,0.9971509575843811,1.0,0.9943181872367859,118,528.0,527.0,2.0,527.0,0.0,527.0,0.0,2.0,0.0,0.0
drp.en_ko.in_house.selectstar_000048.jpg,3,103,0.8538862466812134,0.9471890926361084,0.7773167490959167,113,723.0,587.0,1.0,563.0,7.0,563.0,24.0,1.0,4.0,0.0
drp.en_ko.in_house.selectstar_000054.jpg,3,129,0.9236947298049927,0.9663865566253662,0.8846153616905212,124,910.0,833.0,0.0,805.0,0.0,805.0,28.0,0.0,0.0,0.0
drp.en_ko.in_house.selectstar_000056.jpg,3,144,0.9273061156272888,0.9138888716697693,0.9411231875419617,196,1104.0,1080.0,16.0,1055.0,68.0,1055.0,6.0,11.0,30.0,19.0
drp.en_ko.in_house.selectstar_000063.jpg,3,103,0.9912065863609314,0.9878706336021423,0.9945651888847351,101,736.0,742.0,4.0,736.0,3.0,736.0,5.0,3.0,3.0,1.0
drp.en_ko.in_house.selectstar_000066.jpg,3,96,0.9765769839286804,0.9697428345680237,0.9835082292556763,112,667.0,661.0,1.0,657.0,16.0,657.0,3.0,1.0,3.0,1.0
drp.en_ko.in_house.selectstar_000071.jpg,3,84,0.953944206237793,0.9622166156768799,0.9458128213882446,79,406.0,397.0,0.0,384.0,2.0,384.0,13.0,0.0,2.0,0.0
drp.en_ko.in_house.selectstar_000080.jpg,3,95,0.880593478679657,0.8602150678634644,0.9019607901573181,94,357.0,372.0,2.0,324.0,4.0,324.0,48.0,1.0,4.0,0.0
