filename,fold,regions,hmean,precision,recall,gt_regions,det_num_char_gt,det_num_char_det,det_gran_score_recall,det_num_char_tp_recall,det_gran_score_precision,det_num_char_tp_precision,det_num_char_fp,num_splitted,num_merged,num_char_overlapped
drp.en_ko.in_house.selectstar_000008.jpg,0,164,0.9813517332077026,0.9862671494483948,0.9764851331710815,162,808.0,801.0,4.0,793.0,3.0,793.0,8.0,4.0,2.0,0.0
drp.en_ko.in_house.selectstar_000012.jpg,0,108,1.0,1.0,1.0,108,479.0,479.0,0.0,479.0,0.0,479.0,0.0,0.0,0.0,0.0
drp.en_ko.in_house.selectstar_000019.jpg,0,78,0.9488392472267151,0.9656084775924683,0.9326424598693848,73,386.0,378.0,7.0,367.0,2.0,367.0,11.0,7.0,2.0,0.0
drp.en_ko.in_house.selectstar_000027.jpg,0,124,0.997808575630188,0.9970802664756775,0.9985380172729492,124,684.0,685.0,1.0,684.0,1.0,684.0,0.0,1.0,1.0,1.0
drp.en_ko.in_house.selectstar_000028.jpg,0,63,0.9810652732849121,0.9923076629638672,0.9700748324394226,66,401.0,390.0,0.0,389.0,2.0,389.0,1.0,0.0,2.0,0.0
drp.en_ko.in_house.selectstar_000030.jpg,0,107,0.9446561932563782,0.9614197611808777,0.9284671545028687,127,685.0,648.0,1.0,637.0,14.0,637.0,11.0,1.0,9.0,0.0
drp.en_ko.in_house.selectstar_000044.jpg,0,94,0.9196799397468567,0.8601252436637878,0.988095223903656,92,420.0,479.0,4.0,419.0,7.0,419.0,59.0,4.0,4.0,1.0
drp.en_ko.in_house.selectstar_000046.jpg,0,102,0.9949882626533508,0.9942693114280701,0.995708167552948,104,699.0,698.0,1.0,697.0,3.0,697.0,0.0,1.0,2.0,1.0
drp.en_ko.in_house.selectstar_000053.jpg,0,59,1.0,1.0,1.0,59,301.0,301.0,0.0,301.0,0.0,301.0,0.0,0.0,0.0,0.0
drp.en_ko.in_house.selectstar_000055.jpg,0,68,0.5520642399787903,0.560606062412262,0.5437787771224976,96,434.0,396.0,66.0,302.0,80.0,302.0,8.0,30.0,27.0,86.0
drp.en_ko.in_house.selectstar_000057.jpg,0,93,0.9569510221481323,0.9444444179534912,0.9697933197021484,129,629.0,612.0,1.0,611.0,33.0,611.0,0.0,1.0,23.0,1.0
drp.en_ko.in_house.selectstar_000062.jpg,0,98,0.9283875823020935,0.927066445350647,0.9297124743461609,110,626.0,617.0,7.0,589.0,17.0,589.0,0.0,7.0,10.0,28.0
drp.en_ko.in_house.selectstar_000069.jpg,0,125,0.984178364276886,0.9715505242347717,0.9971387982368469,139,699.0,703.0,2.0,699.0,16.0,699.0,0.0,2.0,7.0,4.0
drp.en_ko.in_house.selectstar_000077.jpg,0,89,0.9939758777618408,0.9880239367485046,1.0,88,495.0,501.0,0.0,495.0,0.0,495.0,6.0,0.0,0.0,0.0
drp.en_ko.in_house.selectstar_000085.jpg,0,107,0.9814831018447876,0.9728000164031982,0.9903225898742676,110,620.0,625.0,4.0,618.0,10.0,618.0,6.0,3.0,4.0,1.0
drp.en_ko.in_house.selectstar_000089.jpg,0,79,0.888784646987915,0.847953200340271,0.933747410774231,96,483.0,513.0,12.0,463.0,28.0,463.0,8.0,12.0,7.0,42.0
drp.en_ko.in_house.selectstar_000096.jpg,0,105,0.9944358468055725,0.9907578825950623,0.9981412887573242,105,538.0,541.0,0.0,537.0,1.0,537.0,4.0,0.0,1.0,0.0
drp.en_ko.in_house.selectstar_000101.jpg,0,120,0.9637877345085144,0.9683655500411987,0.9592529535293579,136,589.0,569.0,3.0,568.0,17.0,568.0,1.0,3.0,14.0,0.0
drp.en_ko.in_house.selectstar_000107.jpg,0,80,0.9666666984558105,0.9725610017776489,0.9608433842658997,81,332.0,328.0,1.0,320.0,1.0,320.0,8.0,1.0,1.0,0.0
drp.en_ko.in_house.selectstar_000113.jpg,0,119,0.9921625852584839,0.9863547682762146,0.998039186000824,121,510.0,513.0,1.0,510.0,4.0,510.0,3.0,1.0,4.0,0.0
drp.en_ko.in_house.selectstar_000117.jpg,0,110,0.9927272200584412,0.9867469668388367,0.9987804889678955,107,820.0,830.0,1.0,820.0,1.0,820.0,9.0,1.0,1.0,1.0
drp.en_ko.in_house.selectstar_000118.jpg,0,72,0.9285216927528381,0.8878787755966187,0.9730639457702637,64,297.0,330.0,5.0,294.0,1.0,294.0,36.0,4.0,1.0,0.0
drp.en_ko.in_house.selectstar_000122.jpg,0,162,0.915717363357544,0.9761658310890198,0.8623188138008118,171,1104.0,965.0,7.0,959.0,17.0,959.0,6.0,7.0,10.0,0.0
drp.en_ko.in_house.selectstar_000131.jpg,0,77,0.7772763967514038,0.7785388231277466,0.7760180830955505,80,442.0,438.0,0.0,343.0,2.0,343.0,95.0,0.0,2.0,0.0
drp.en_ko.in_house.selectstar_000138.jpg,0,88,0.9063583612442017,0.9824561476707458,0.8412017226219177,93,466.0,399.0,1.0,393.0,1.0,393.0,6.0,1.0,1.0,0.0
drp.en_ko.in_house.selectstar_000139.jpg,0,66,0.9345629811286926,0.8851963877677917,0.9897611141204834,61,293.0,331.0,3.0,293.0,0.0,293.0,38.0,3.0,0.0,0.0
drp.en_ko.in_house.selectstar_000145.jpg,0,115,0.9954832792282104,1.0,0.9910072088241577,114,556.0,552.0,1.0,552.0,0.0,552.0,0.0,1.0,0.0,0.0
