filename,fold,regions,hmean,precision,recall,gt_regions,det_num_char_gt,det_num_char_det,det_gran_score_recall,det_num_char_tp_recall,det_gran_score_precision,det_num_char_tp_precision,det_num_char_fp,num_splitted,num_merged,num_char_overlapped
drp.en_ko.in_house.selectstar_000006.jpg,4,73,0.9443582892417908,0.9451696872711182,0.9435483813285828,57,372.0,383.0,20.0,371.0,9.0,371.0,10.0,10.0,7.0,2.0
drp.en_ko.in_house.selectstar_000011.jpg,4,126,0.9982284903526306,0.9982269406318665,0.9982300996780396,127,565.0,564.0,0.0,564.0,1.0,564.0,0.0,0.0,1.0,0.0
drp.en_ko.in_house.selectstar_000016.jpg,4,77,0.9133024215698242,0.977337121963501,0.8571428656578064,71,399.0,353.0,3.0,345.0,0.0,345.0,8.0,3.0,0.0,0.0
drp.en_ko.in_house.selectstar_000023.jpg,4,151,0.9920817017555237,0.9855642914772034,0.9986859560012817,160,761.0,762.0,1.0,761.0,10.0,761.0,0.0,1.0,9.0,1.0
drp.en_ko.in_house.selectstar_000037.jpg,4,100,0.9522953033447266,0.9184210300445557,0.9887640476226807,101,356.0,380.0,0.0,352.0,3.0,352.0,28.0,0.0,3.0,0.0
drp.en_ko.in_house.selectstar_000041.jpg,4,111,0.9881683588027954,0.9782244563102722,0.9983165264129639,119,594.0,597.0,1.0,594.0,10.0,594.0,2.0,1.0,3.0,1.0
drp.en_ko.in_house.selectstar_000043.jpg,4,142,0.9642025232315063,0.9776286482810974,0.9511400461196899,147,921.0,894.0,6.0,882.0,8.0,882.0,12.0,5.0,7.0,0.0
drp.en_ko.in_house.selectstar_000050.jpg,4,107,0.9766082167625427,1.0,0.954285740852356,106,525.0,504.0,3.0,504.0,0.0,504.0,0.0,3.0,0.0,0.0
drp.en_ko.in_house.selectstar_000058.jpg,4,135,0.9782723784446716,0.993127167224884,0.9638554453849792,115,581.0,582.0,18.0,578.0,0.0,578.0,4.0,10.0,0.0,0.0
drp.en_ko.in_house.selectstar_000065.jpg,4,129,0.9993722438812256,1.0,0.998745322227478,129,797.0,796.0,0.0,796.0,0.0,796.0,0.0,0.0,0.0,0.0
drp.en_ko.in_house.selectstar_000067.jpg,4,88,0.961439311504364,0.9508928656578064,0.9722222089767456,81,432.0,448.0,7.0,427.0,1.0,427.0,17.0,5.0,1.0,4.0
drp.en_ko.in_house.selectstar_000070.jpg,4,103,0.9798600673675537,0.9812138676643372,0.9785100221633911,107,698.0,692.0,8.0,691.0,12.0,691.0,0.0,7.0,11.0,1.0
drp.en_ko.in_house.selectstar_000075.jpg,4,88,1.0,1.0,1.0,88,461.0,461.0,0.0,461.0,0.0,461.0,0.0,0.0,0.0,0.0
drp.en_ko.in_house.selectstar_000082.jpg,4,132,0.9620682001113892,0.9724770784378052,0.9518796801567078,124,665.0,654.0,12.0,645.0,9.0,645.0,7.0,6.0,9.0,2.0
drp.en_ko.in_house.selectstar_000084.jpg,4,126,0.9600579142570496,0.9455388188362122,0.975029706954956,129,841.0,863.0,14.0,834.0,18.0,834.0,4.0,13.0,9.0,25.0
