filename,fold,regions,hmean,precision,recall,gt_regions,det_num_char_gt,det_num_char_det,det_gran_score_recall,det_num_char_tp_recall,det_gran_score_precision,det_num_char_tp_precision,det_num_char_fp,num_splitted,num_merged,num_char_overlapped
drp.en_ko.in_house.selectstar_000003.jpg,2,88,0.9820864200592041,0.9978586435317993,0.9668049812316895,89,482.0,467.0,1.0,467.0,1.0,467.0,0.0,1.0,1.0,0.0
drp.en_ko.in_house.selectstar_000007.jpg,2,78,0.9954878687858582,0.9977426528930664,0.9932432174682617,76,444.0,443.0,1.0,442.0,0.0,442.0,1.0,1.0,0.0,0.0
drp.en_ko.in_house.selectstar_000015.jpg,2,112,0.997485339641571,0.9949832558631897,1.0,111,595.0,598.0,0.0,595.0,0.0,595.0,3.0,0.0,0.0,0.0
drp.en_ko.in_house.selectstar_000022.jpg,2,123,0.9758774638175964,0.9825673699378967,0.9692780375480652,139,651.0,631.0,0.0,631.0,11.0,631.0,0.0,0.0,11.0,0.0
drp.en_ko.in_house.selectstar_000024.jpg,2,83,0.9732824563980103,0.9532710313796997,0.9941520690917969,75,513.0,535.0,0.0,510.0,0.0,510.0,25.0,0.0,0.0,0.0
drp.en_ko.in_house.selectstar_000040.jpg,2,162,0.9389504194259644,0.9207819104194641,0.9578503966331482,182,949.0,972.0,17.0,926.0,31.0,926.0,1.0,14.0,11.0,45.0
drp.en_ko.in_house.selectstar_000042.jpg,2,85,0.9251139760017395,0.8919708132743835,0.9608150720596313,81,638.0,685.0,12.0,625.0,14.0,625.0,25.0,8.0,6.0,35.0
drp.en_ko.in_house.selectstar_000049.jpg,2,145,0.9593904614448547,0.9597523212432861,0.9590288400650024,156,659.0,646.0,2.0,634.0,14.0,634.0,10.0,2.0,12.0,2.0
drp.en_ko.in_house.selectstar_000051.jpg,2,114,0.9527979493141174,0.9770867228507996,0.9296875,105,640.0,611.0,2.0,597.0,0.0,597.0,13.0,2.0,0.0,1.0
drp.en_ko.in_house.selectstar_000061.jpg,2,90,0.9786756634712219,0.9582417607307434,1.0,82,436.0,455.0,0.0,436.0,0.0,436.0,19.0,0.0,0.0,0.0
drp.en_ko.in_house.selectstar_000064.jpg,2,104,0.9806651473045349,0.9984251856803894,0.9635258316993713,106,658.0,635.0,0.0,634.0,0.0,634.0,1.0,0.0,0.0,0.0
drp.en_ko.in_house.selectstar_000072.jpg,2,96,0.9296830892562866,0.9418070316314697,0.9178674221038818,122,694.0,653.0,4.0,641.0,26.0,641.0,11.0,4.0,17.0,1.0
drp.en_ko.in_house.selectstar_000078.jpg,2,120,0.9819969534873962,0.9818511605262756,0.9821428656578064,131,560.0,551.0,1.0,551.0,10.0,551.0,0.0,1.0,8.0,0.0
drp.en_ko.in_house.selectstar_000079.jpg,2,93,0.9182959198951721,0.8850574493408203,0.9541284441947937,96,327.0,348.0,0.0,312.0,4.0,312.0,36.0,0.0,4.0,0.0
drp.en_ko.in_house.selectstar_000090.jpg,2,86,0.9857369661331177,0.971875011920929,1.0,93,319.0,320.0,0.0,319.0,8.0,319.0,1.0,0.0,7.0,0.0
drp.en_ko.in_house.selectstar_000092.jpg,2,88,0.9905688762664795,0.9976303577423096,0.9836065769195557,86,427.0,422.0,1.0,421.0,0.0,421.0,1.0,1.0,0.0,0.0
drp.en_ko.in_house.selectstar_000098.jpg,2,113,0.9953234791755676,0.9953271150588989,0.9953197836875916,111,641.0,642.0,1.0,639.0,0.0,639.0,3.0,1.0,0.0,0.0
drp.en_ko.in_house.selectstar_000102.jpg,2,144,0.9254034161567688,0.8896189332008362,0.9641873240470886,164,726.0,761.0,20.0,720.0,43.0,720.0,5.0,19.0,15.0,36.0
drp.en_ko.in_house.selectstar_000109.jpg,2,104,0.9009682536125183,0.9324894547462463,0.8715083599090576,132,537.0,474.0,0.0,468.0,26.0,468.0,6.0,0.0,20.0,0.0
drp.en_ko.in_house.selectstar_000115.jpg,2,73,0.9597126841545105,0.9409368634223938,0.9792531132698059,83,482.0,491.0,3.0,475.0,13.0,475.0,2.0,3.0,9.0,14.0
